시도명,지역,품목,대형폐기물구분명,규격,유무료여부,수수료,관리기관명,데이터기준일자,홈페이지,,
서울특별시,서초구,이불,생활용품류,여름용(1채당),유료,1000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,자석요,생활용품류,매트(2인용),유료,4000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,자석요,생활용품류,매트(1인용),유료,2000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,장판,생활용품류,3.3㎡ (1평)당,유료,2000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,재봉틀,생활용품류,모든 규격,유료,3000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,카펫,생활용품류,3.3㎡ (1평)당,유료,2000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,간판,기타,40cm X 100cm 이상,유료,4000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,간판,기타,40cm X 100cm 미만,유료,3000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,고무통,기타,지름 100cm 이상,유료,6000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,고무통,기타,지름 50cm 이상~100cm 미만,유료,4000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,고무통,기타,지름 50cm 미만,유료,3000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,금고,기타,높이 1m 이상,유료,12000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,금고,기타,높이 1m 미만,유료,7000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,금고,기타,소형,유료,2000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,기름탱크,기타,400ℓ 이상,유료,7000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,기름탱크,기타,400ℓ 미만,유료,4000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,나무묶음(나뭇가지),기타,5kg당,유료,1000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,다리미판,기타,모든 규격,유료,1000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,런닝머신,기타,모든 규격,유료,20000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,마네킹,기타,대형,유료,5000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,마네킹,기타,소형,유료,3000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,문짝(철재),기타,개당,유료,2000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,물탱크(FRP),기타,3㎥ 이상~4㎥ 이하,유료,12000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,물탱크(FRP),기타,2㎥ 이하,유료,7000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,바둑판,기타,모든 규격,유료,1000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,방충망,기타,대형,유료,4000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,방충망,기타,소형,유료,3000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,배기후드,기타,모든 규격,유료,2000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,보일러(가스),기타,16000cal/h 이상,유료,12000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,보일러(가스),기타,16000cal/h 미만,유료,8000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,보일러(기름),기타,16000cal/h 이상,유료,12000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,보일러(기름),기타,16000cal/h 미만,유료,8000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,보일러(연탄),기타,16000cal/h 이상,유료,12000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,보일러(연탄),기타,16000cal/h 미만,유료,8000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,보행기,기타,모든 규격,유료,2000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,블라인드,기타,100cm X 100cm,유료,2000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,빨래건조대,기타,모든 규격,유료,2000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,수도호스,기타,10m당,유료,1000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,수족관(어항),기타,1m X 60cm 이상,유료,8000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,수족관(어항),기타,1m X 60cm 미만,유료,5000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,스키,기타,모든 규격,유료,3000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,유리,기타,1㎡ 당,유료,2000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,유모차,기타,모든 규격,유료,2000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,유아용 그네,기타,모든 규격,유료,1000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,유아용 목마,기타,모든 규격,유료,1000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,유아용 옷장,기타,모든 규격,유료,3000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,유아용 욕조,기타,모든 규격,유료,3000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,유아용 자동차,기타,모든 규격,유료,2000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,인형류,기타,대형,유료,2000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,인형류,기타,소형,유료,1000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,입간판,기타,모든 규격,유료,1000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,자전거,기타,성인용,유료,4000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,자전거,기타,아동용 2륜,유료,3000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,자전거,기타,아동용 3륜,유료,2000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,장난감류,기타,모든 규격,유료,1000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,조명기구(등류),기타,모든 규격,유료,1000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,창문,기타,개당,유료,2000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,천막,기타,모든 규격,유료,6000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,타이어,기타,1100㎜ 이상,유료,12000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,타이어,기타,600㎜ 이상~1100mm 미만,유료,5000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,타이어,기타,600㎜미만,유료,3000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,탁구대,기타,모든 규격,유료,15000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,테니스 라켓,기타,개당,유료,500,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,텐트,기타,모든 규격,유료,2000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,파티션(칸막이 판넬),기타,1㎡ 당,유료,2000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,빈페인트통,기타,개당,유료,1000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,합판,기타,모든 규격,유료,4000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,헬스기구,기타,없음,유료,4000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,빈 화분,기타,대형,유료,2000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,빈 화분,기타,소형,유료,1000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,화환,기타,모든 규격,유료,3000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,환풍기,기타,가정용,유료,2000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,환풍기,기타,업소용,유료,3000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,휠체어,기타,모든 규격,유료,2000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,TV안테나,기타,모든 규격,유료,1000,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,서초구,모뎀,기타,모든 규격,무료,0,서울특별시 서초구청,2024-08-08,간편 모바일 및 온라인 신청-서초구청,,
서울특별시,종로구,건조대,가구류,전체,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,다리미판,가구류,전체,유료,2000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,문갑,가구류,전체,유료,5000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,문짝,가구류,1㎡ 당,유료,2000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,밥상,가구류,5인용 이상,유료,4000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,밥상,가구류,4인용 이하,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,밥상,가구류,소형 다과상,유료,2000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,변기,가구류,양변기,유료,7000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,변기,가구류,좌변기,유료,5000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,비닐옷장,가구류,전체,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,서랍장,가구류,5단 이상,유료,7000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,서랍장,가구류,4단 이하,유료,4000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,서랍장,가구류,책상용 소형 서랍장,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,쇼파,가구류,장의자,유료,8000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,쇼파,가구류,1인용,유료,4000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,시계,가구류,괘종식 제외,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,식탁,가구류,5인용 이상(대리석),유료,12000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,식탁,가구류,4인용 이하(대리석),유료,8000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,식탁,가구류,5인용 이상,유료,6000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,식탁,가구류,4인용 이하,유료,4000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,신발장,가구류,1m 이상,유료,6000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,신발장,가구류,1m 미만,유료,4000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,싱크대 (1쪽),가구류,60㎝ 이상,유료,5000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,싱크대 (1쪽),가구류,60㎝ 미만,유료,4000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,쌀통,가구류,전체,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,어항,가구류,1m 이상,유료,4000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,어항,가구류,1m 미만,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,오디오장식장,가구류,전체,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,옷걸이(행거),가구류,전체,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,"유리(거울,액자)",가구류,1㎡ 당,유료,1000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,의자,가구류,전체,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,이불,가구류,개당,유료,2000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,장롱,가구류,120cm 1쪽,유료,20000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,장롱,가구류,90cm 1쪽,유료,15000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,장식장,가구류,전체,유료,6000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,장판(돗자리),가구류,1㎡ 당(재활용안되는 것),유료,1000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,진열대,가구류,1㎡당,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,책상,가구류,양수,유료,6000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,책상,가구류,편수,유료,5000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,책상,가구류,컴퓨터 또는 서랍 없는 책상,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,책장(책꽂이),가구류,4단 이상,유료,4000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,책장(책꽂이),가구류,3단 이하,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,침대,가구류,2인용 돌침대,유료,36000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,침대,가구류,1인용 돌침대,유료,26000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,침대,가구류,2인용 전체,유료,18000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,침대,가구류,1인용 전체,유료,13000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,침대,가구류,2인용 매트리스,유료,11000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,침대,가구류,1인용 매트리스,유료,7000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,침대,가구류,2인용 침대틀,유료,7000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,침대,가구류,1인용 침대틀,유료,6000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,침대,가구류,침대 헤드,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,카펫,가구류,1㎡ 당,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,칼라박스,가구류,전체,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,캐비닛,가구류,전체,유료,6000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,화장대,가구류,전체,유료,5000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,가스레인지,가전제품류,폭 1m 미만,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,가스레인지받침,가전제품류,전체,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,가스오븐레인지,가전제품류,높이1m 이상,유료,6000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,가스오븐레인지,가전제품류,높이 1m 미만,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,가습기,가전제품류,전체,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,공기청정기,가전제품류,1m 이상,유료,5000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,공기청정기,가전제품류,높이 1m 미만,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,냉장고,가전제품류,업소용,유료,15000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,냉장고,가전제품류,500ℓ 이상,유료,11000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,냉장고,가전제품류,300ℓ 이상,유료,8000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,냉장고,가전제품류,300ℓ 미만,유료,6000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,녹즙(믹서)기,가전제품류,전체,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,다리미,가전제품류,전체,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,보온밥통,가전제품류,전체,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,보일러,가전제품류,기름보일러,유료,8000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,보일러,가전제품류,가스보일러,유료,5000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,복사기,가전제품류,전체,유료,11000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,선풍기,가전제품류,날개 50cm 이상,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,선풍기,가전제품류,날개 50cm 미만,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,세탁기,가전제품류,전체,유료,5000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,안마의자,가전제품류,전체,유료,20000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,에어콘,가전제품류,업소용,유료,15000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,에어콘,가전제품류,264㎡ 이상,유료,11000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,송파구
서울특별시,종로구,에어콘,가전제품류,66㎡ 이상,유료,8000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,대형생활폐기물 - 송파구청
서울특별시,종로구,에어콘,가전제품류,66㎡ 미만,유료,5000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,옥매트,가전제품류,2인 이상,유료,10000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,옥매트,가전제품류,1인용,유료,5000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,재봉틀대,가전제품류,개당,유료,6000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,전기밥솥,가전제품류,10인 이상,유료,5000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,전기밥솥,가전제품류,전체,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,전기장판,가전제품류,전체,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,전기히터,가전제품류,전체,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,전자레인지,가전제품류,전체,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,전자레인지받침,가전제품류,개당,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,전자피아노,가전제품류,전체,유료,20000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,전화기,가전제품류,가정용,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,정수기,가전제품류,대형 1m 이상,유료,6000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,정수기,가전제품류,높이 1m 미만,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,청소기,가전제품류,"핸디용, 로봇청소기 제외",유료,4000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,청소기,가전제품류,"핸디용, 로봇청소기",무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,탈수기,가전제품류,가정용,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,태양광폐패널(가정용),가전제품류,20kg당,유료,7000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,텔레비전받침,가전제품류,전체,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,텔레비젼,가전제품류,42인치 이상,유료,7000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,텔레비젼,가전제품류,25인치 이상,유료,4000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,텔레비젼,가전제품류,25인치 미만,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,토스터기,가전제품류,전체,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,헤어드라이어,가전제품류,전체,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,VTR/DVD,가전제품류,전체,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,게임기,가전제품류,업소용,유료,12000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,게임기,가전제품류,전체,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,난로,가전제품류,전체,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,노트북컴퓨터,가전제품류,전체,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,런닝머신,가전제품류,전체,유료,15000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,모뎀,가전제품류,전체,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,문서파쇄기,가전제품류,전체,유료,7000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,복합기,가전제품류,전체,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,스캐너,가전제품류,전체,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,오디오세트,가전제품류,높이 1m 미만,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,자동판매기,가전제품류,대형,유료,12000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,자동판매기,가전제품류,소형,유료,7000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,카세트라디오,가전제품류,전체,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,"컴퓨터(본체,모니터,키보드)",가전제품류,전체,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,팩시밀리,가전제품류,전체,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,프린터기,가전제품류,전체,무료,0,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,기타,기타,6.5㎏ 초과,유료,5000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,기타,기타,3.3㎏ 초과 ~ 6.5㎏ 이하,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,기타,기타,3.3㎏ 이하,유료,2000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,가방류,기타,50㎝ 이상,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,가방류,기타,50㎝ 미만,유료,2000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,간판,기타,40 X 100cm 이상,유료,6000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,간판,기타,40 X 100cm 미만,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,게시판,기타,1 ㎡당,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,고무통,기타,지름 100cm 이상,유료,5000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
서울특별시,종로구,고무통,기타,지름 50㎝ 이상,유료,3000,서울특별시 종로구청 청소행정과,2024-08-01,종로Pick,,
